hsn_code,description,gst_rate
8205,"Hand tools (including glaziers' diamonds), not elsewhere specified or included; blow lamps; vices, clamps and the like, other than accessories for and parts of, machine- tools or water-jet cutting machines; anvils; portable forges; hand or pedal-operated
grinding wheels with frameworks",0.18
8206,"Tools of two or more of the headings 8202
to 8205, put up in sets for retail sale",0.18
8207,"Interchangeable tools for hand tools, whether or not power-operated, or for machine-tools (for example, for pressing, stamping, punching, tapping, threading, drilling, boring, broaching, milling, turning or screw driving), including dies for drawing or extruding metal, and rock
drilling or earth boring tools",0.18
8208,"Knives and cutting blades, for machines or
for mechanical appliances",0.18
8209,"Plates, sticks, tips and the like for tools, unmounted, of cermets",0.18
8210,"Hand-operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of
food or drink",0.18
8211,"Knives with cutting blades, serrated or not (including pruning knives), other than knives of heading 8208, and blades therefor",0.18
8212,Razors and razor blades (including razor blade blanks in strips),0.18
8213,"Scissors, tailors' shears and similar shears,
and blades therefor",0.18
8214,Pencil sharpeners,0.12
8214,"Other articles of cutlery (for example, hair clippers, butchers' or kitchen cleavers, choppers and mincing knives,); manicure or pedicure sets and instruments (including nail files) [other than pencil sharpeners]",0.18
8215,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar kitchen or tableware",0.18
83,"Idols of wood, stone [including marble] and metals [other than those made of precious
metals",0.12
8301,"Padlocks and locks (key, combination or
electrically operated), of base metal; clasps and frames with clasps, incorporating
locks, of base metal; keys for any of the foregoing articles, of base metal",0.18
8302,"Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hatracks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base
metal",0.18
8303,"Armoured or reinforced safes, strong- boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and
the like, of base metal",0.18
8304,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office
furniture of heading 9403",0.18
8305,"Fittings for loose-leaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base
metal",0.18
8306,"Bells, gongs and the like, non-electric, of base metal; statuettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal;mirrors of base metal;
metal bidriware”;",0.12
8306,"Bells, gongs and like, non-electric, of base metal; statuettes, and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal; (including
Bidriware, Panchloga artware, idol, Swamimalai bronze icons, dhokra jaali)",0.12
8307,"Flexible tubing of base metal, with or
without fittings",0.18
8308,"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewellery, wrist watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or
bifurcated rivets, of base metal; beads and spangles, of base metal",0.18
8309,"Stoppers, caps and lids (including crown corks, screw caps and pouring stoppers),
capsules for bottles, threaded bungs, bung covers, seals and other packing
accessories, of base metal",0.18
8310,"Sign-plates, name-plates, address-plates and similar plates, numbers, letters and other symbols, of base metal, excluding
those of heading 9405",0.18
8311,"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for
metal spraying",0.18
84,"Following renewable energy devices and parts for their manufacture:-
(a) Bio-gas plant;
(b) Solar power based devices;
(c) Solar power generator;
(d) Wind mills, Wind Operated Electricity Generator (WOEG);
(e) Waste to energy plants / devices;
(f) Solar lantern / solar lamp;
(g) Ocean waves/tidal waves energy devices/plants;
(h) Photo voltaic cells, whether or not assembled in modules or made up into panels. Explanation:- If the goods specified in this entry are supplied, by a supplier, along with supplies of other goods and services, one of which being a taxable service specified in the entry at S. No. 38 of the Table mentioned in the notification No. 11/2017-Central Tax (Rate), dated 28th June, 2017 [G.S.R. 690(E)], the value of supply of goods for the purposes of this entry shall be deemed as seventy per cent. of the gross consideration charged for all such supplies, and the remaining thirty per cent. of the gross
consideration charged shall be deemed as value of the said taxable service.",0.12
84,"E-waste
Explanation.- For the purpose of this entry, E-waste means electrical and electronic equipment listed in Schedule I of the E-Waste (Management) Rules, 2016 (published in the Gazette of India vide G.S.R. 338 (E) dated the 23rd March, 2016), whole or in part if discarded as waste by the consumer or bulk consumer”;",0.18
84,"Parts suitable for use solely or principally
with fixed Speed Diesel Engines of power not exceeding 15HP",0.18
84,"Parts suitable for use solely or principally with power driven pumps primarily designed for handling water, namely, centrifugal pumps( horizontal and vertical), deep tube-well turbine pumps, submersible pumps, axial flow and mixed
flow vertical pumps",0.18
84,"Disposable sterilized dialyzer or micro barrier of artificial
kidney",0.05
8401,"Fuel elements (cartridges), non-irradiated, for nuclear reactors",0.12
8401,"Nuclear reactors; machinery and apparatus
for isotopes separation",0.18
8402,"Steam or other vapour generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water
boilers",0.18
8403,"Central heating boilers other than those of
heading 8402",0.18
8404,"Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economisers, super-heaters, soot removers,
gas recoverers); condensers for steam or other vapour power units",0.18
8405,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas
generators, with or without their purifiers",0.18
8406,Steam turbines and other vapour turbines,0.18
8407,Aircraft engines,0.05
8407,"Spark-ignition reciprocating or rotary internal combustion piston engine [other than aircraft
engines",0.28
8408,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines),0.28
8408,"Fixed Speed Diesel Engines of power not
exceeding 15HP",0.12
8408,"Agricultural Diesel Engine of cylinder
capacity exceeding 250 cc for Tractor",0.18
8409,"Parts suitable for use solely or principally with
the engines of heading 8407 or 8408",0.28
8410,"Hydraulic turbines, water wheels, and
regulators therefor",0.18
8411,"Turbo-jets, turbo-propellers and other gas
turbines [other than aircraft engines]",0.18
8411,Aircraft engines,0.05
8412,"Other engines and motors (Reaction engines other than turbo jets, Hydraulic power engines and motors, Pneumatic
power engines and motors, other, parts) [other than wind turbine or engine]",0.18
8413,"“(a) Concrete pumps [8413 40 00]; (b) other rotary positive displacement pumps [8413 60]; (c) Power driven pumps primarily designed for handling water, namely, centrifugal pumps (horizontal and vertical), deep tube-well turbine pumps, submersible pumps, axial flow and mixed flow vertical pumps",0.18
8413,Hand pumps and parts thereof,0.05
8413,"Pumps for dispensing fuel or lubricants of the type used in filling stations or garages [8413 11], Fuel, lubricating or cooling medium pumps for internal combustion piston engines
[8413 30]",0.28
8413,Hydraulic Pumps for Tractors,0.18
8414,Other hand pumps,0.12
8414,Parts of air or vacuum pumps and compressors of bicycle pumps,0.18
8414,Bicycle pumps,0.18
8414,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; Gas-tight biological safety cabinets, whether or not fitted with filters [other than bicycle pumps, other hand pumps and parts of air or vacuum pumps and compressors of
bicycle pumps",0.18
8415,"Air-conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be
separately regulated",0.28
8416,"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, including their
mechanical grates, mechanical ash dischargers and similar appliances",0.18
8417,"Industrial or laboratory furnaces and
ovens, including incinerators, non-electric",0.18
8418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air
conditioning machines of heading 8415",0.18
8419,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting, distilling,
rectifying, sterilising, pasteurising, steaming, drying, evaporating, vaporising, condensing or cooling, other than machinery or plant of a kind used for domestic purposes; instantaneous or
storage water heaters, non-electric [other than Solar water heater and system]",0.18
8419-12-01,Solar water heater and system,0.12
8420,"Calendering or other rolling machines, other than for metals or glass, and cylinders therefor [other than Hand
operated rubber roller]",0.18
8420,Hand operated rubber roller,0.12
8421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and
apparatus, for liquids or gases",0.18
8422,"Machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heat- shrink wrapping machinery); machinery for aerating beverages [other than dish washing machines]",0.18
8422,"Dish washing machines, household [8422 11
00] and other [8422 19 00]",0.28
842290,"Machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heat- shrink wrapping machinery); machinery for aerating beverages [other than dish washing machines]",0.18
